coach_type,phase,section,task
Diner,Completion,Coach Build,Interior Trim/Fittings- Repair dining car metal seat Frames
Diner,Completion,Coach Build,Interior Trim/Fittings- Repair dining car tables
Diner,Completion,Coach Build,Interior Trim/Fittings- Repair equipment and linen cupboards Dining car
Diner,Completion,Coach Build,Interior Trim/Fittings- Tread Plates
Diner,Completion,Coach Build,Interior Trim/Fittings- Trim dining car seats
Diner,Completion,Paint Works,Interior Trim/Fittings- Warning Notices (All Interior)
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - 3-way Cock
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Ball Valve 15mm S/S
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Ball Valve 25mm S/S
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Filler Cap
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Final Inspection & Test Water System
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Gate Valve
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Hanger Brackets and Stays for Tanks - Renew
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - In Line Strainer Sediment 25mm Brass
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Mixer
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Non-Return Valve 20mm Brass
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Non-Return Valve 25mm Brass
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Pressurised Tank 210L - New
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Renew low level limit switch
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Safety Valve
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Stop Cocks
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Taps turn - Renew
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Vacuum Valve
Diner,Completion,BUP & Structural,"Plumbing (Water & Toilets) - Valve 3 Way Port 1"" S/S"
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Valve Pressure Release 15mm Brass
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water & Waste Tanks - Overhaul
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Pipe Lagging (Only on Copper Pipes)
Diner,Completion,BUP & Structural,"Plumbing (Water & Toilets) - Water piping (To all tanks, Filtration System, Wash basin, Toilets, Drinking Stations est..)"
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Pressurised Tank - Overhaul
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Purification System - New
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Tank 700L - Renew
Diner,Completion,BUP & Structural,Plumbing (Water & Toilets) - Water Tank 940L - Renew
Diner,Completion,BUP,Underframe Equipment- Back Stop - Renew
Diner,Completion,BUP,Underframe Equipment- Coupler Release Wire
Diner,Completion,BUP,Underframe Equipment- Coupler Renew Complete
Diner,Completion,BUP,Underframe Equipment- Draw Gear System Overhaul complete
Diner,Completion,BUP,Underframe Equipment- Emergency Coupling Bracket examine
Diner,Completion,BUP,Underframe Equipment- Guide Coupler Renew
Diner,Completion,BUP,Underframe Equipment- Guide Vestibule Buffer Rod Inner & Outer Renew
Diner,Completion,BUP,Underframe Equipment- Pull rod wheel
Diner,Completion,BUP,Underframe Equipment- Renew 2 x Coupler shank bush
Diner,Completion,BUP,Underframe Equipment- Renew Carrier Plate
Diner,Completion,BUP,Underframe Equipment- Renew Coupler Knuckle
Diner,Completion,BUP,Underframe Equipment- Renew Coupler Knuckle Pin
Diner,Completion,BUP,Underframe Equipment- Renew Coupler Lock
Diner,Completion,BUP,Underframe Equipment- Renew Coupler Lock Lifter
Diner,Completion,BUP,Underframe Equipment- Renew Coupler Lock Lifter lever
Diner,Completion,BUP,Underframe Equipment- Renew Coupler Lock Lifter Pin
Diner,Completion,BUP,Underframe Equipment- Renew Coupler Wearing Plate
Diner,Completion,BUP,Underframe Equipment- Renew Rear Yoke
Diner,Completion,BUP,Underframe Equipment- Renew Side Lever Pin
Diner,Completion,BUP,Underframe Equipment- Renew Side Plungers
Diner,Completion,BUP,Underframe Equipment- Repair drawbar
Diner,Completion,BUP,Underframe Equipment- Repair UnderFrame (to quote for add work)
Diner,Completion,BUP,"Underframe Equipment- Repair underFrame cradles, cabinets & covers"
Diner,Completion,BUP,Underframe Equipment- Side Plunger Guide Bracket and Spring
Diner,Completion,BUP,Underframe Equipment- Stops Front & Loose Renew
Diner,Completion,BUP,Underframe Equipment- Support Brackets & Safety' loops overhaul
Diner,Completion,BUP,Underframe Equipment- UnderFrame Examine
Diner,Completion,BUP,Underframe Equipment- Vestibule Buffer Refurbish
Diner,Completion,BUP,Underframe Equipment- Vestibule Buffer Renew
Diner,Completion,BUP,Underframe Equipment- Vestibule Buffer Rod Refurbs.
Diner,Completion,BUP,Underframe Equipment- Vestibule Buffer Rod Renew
Diner,Completion,BUP,Underframe Equipment- Yoke & Coupler Pin Renew
Diner,Completion,BUP,Underframe Equipment- Yoke Front Renew
Diner,Completion,BUP,Underframe Equipment- Yoke Rubber (Springs) Renew
Diner,Completion,BUP,Underframe Equipment- Yoke Rubber Follower Block Renew
Diner,Completion,BUP,Vacuum - Brake Blocks Renew
Diner,Completion,BUP,Vacuum - Brake Rigging Bogie overhaul
Diner,Completion,BUP,Vacuum - Handbrake Overhaul
Diner,Completion,BUP,Vacuum - Renew Stand Pipes (Gooseneck)
Diner,Completion,BUP,Vacuum - Renew Vacuum Brake Release wire Arrange.
Diner,Completion,BUP,Vacuum - Slack Adjusters 19DJ Overhaul
Diner,Completion,BUP,Vacuum - Slack Adjusters DRV10 450DJ Overhaul
Diner,Completion,BUP,Vacuum - Slack Adjusters Fit New DRV10 450DJ
Diner,Completion,BUP,Vacuum - Slack Adjusters Fit New Knorr Bremse KRD2A-500AR
Diner,Completion,BUP,Vacuum - Slack Adjusters KRD2A-500 Overhaul
Diner,Completion,BUP,Vacuum - Trunion & Brackets
Diner,Completion,BUP,Vacuum - UnderFrame Brake Rigging overhaul
Diner,Completion,BUP,"Vacuum - Upgrade Vacuum Cylinder (Oversize) Cl.3,5&7"
Diner,Completion,BUP,Vacuum - Vacuum Chamber B17 Overhaul
Diner,Completion,BUP,Vacuum - Vacuum Chamber B17 Renew
Diner,Completion,BUP,Vacuum - Vacuum Cylinder Overhaul
Diner,Completion,BUP,Vacuum - Vacuum Cylinder Piston Rod renew
Diner,Completion,BUP,Vacuum - Vacuum Cylinder Renew
Diner,Completion,BUP,Vacuum - Vacuum Hoses Renew
Diner,Completion,BUP,Vacuum - Vacuum Piping - Patches
Diner,Completion,BUP,Vacuum - Vacuum Piping - Repair Replace Ends
Diner,Completion,BUP,Vacuum - Vacuum Piping Renew
Diner,Completion,BUP,Vacuum - Vacuum Test and Brake adjustment
Diner,Stripping,BUP,Coach Sole bar
Diner,Stripping,BUP,Loose Components
Diner,Stripping,BUP,UnderFrame
Diner,Stripping,Coach Build,Exterior
Diner,Stripping,Coach Build,Interior
Diner,Stripping,Coach Build,Roof
Diner,Stripping,Electrical,Components
Diner,Stripping,Electrical,Wiring
Diner,Stripping,QC,Documentation
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - 95 Square Cabling for Mainline
Kitchen,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Body Framework repairs
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Commode Handles Overhaul
Kitchen,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Complete Coach Strip
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Convert body and make new loading door (Kitchen & Dining Car)
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Cross over treat plate rubber
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Electrical Conduits - Renew
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Exterior Steps Inspect and overhaul
Kitchen,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - External Signs and Decals
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit 220 volt Extractor Fan in Kitchen & Diner
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Communication system Speakers
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New floor plates at end
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New Pillars (500mm) L/H or R/H
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New Pillars Full size
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New Side Steps - Entrance
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit Vinyl Canopy between Kitchen & Diner Wegman
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Gangway Plate Hinged Renew
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Gangway Plate Overhaul
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Gangway Plate Renew
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Glass (200 x 200) for emergency & fire ext
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Glass Exit/Entrance Side Door (Including rubber)
Kitchen,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Body Shell and u/f equipment
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Gummies Rubber Diaphragms - New (Including Steel Plates)
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Gummies Rubber Diaphragms - Overhaul (Renew Rubbers Repair Steel Plates)
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Inter Coach Connectors (Recepticals)
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Interior Lighting new (Kit)
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Jumper Cables Complete New
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - LT Rewiring
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Main Buss Junction & Receptical Boxes - Fit New
Kitchen,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Main DB Complete
Kitchen,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Maxi Repairs
Kitchen,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Midi Repairs (Refer CR 001)
Kitchen,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Mini Repairs (Refer CR 001)
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Monsoon Ventilators Renew (Rotating type)
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Monsoon Ventilators Renew (Std GRP Type)
Kitchen,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - Paint Coach and auto coat complete
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Plate Patch Destination (2.5mm x 125mm x 625mm)
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Plate Patch Sole bar (6mm x 135mm x 600mm)
Kitchen,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - Plate Stencil (2.5mm x 125mm x 800mm)
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Remove Asbetos (Interior and Exterior) If Applicable
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Renew Aliminium window shroud in Bar & Kitchen
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Renew Card Clip big
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Renew Card Clip small
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Renew Commode Handles
Kitchen,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Renew Corrugated Metal Floor
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Renew Extractor fan in Canopy
Kitchen,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Renew Safety Gate at Kitchen (Bronze)
Kitchen,Completion,Coach Build,"Bodywork & Attachments (Excl. Interior Trim) - Renew Small Hooper Window (Pantry, Scullery & Kitchen)"
Kitchen,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Repair Cowl and Cover
